ax,low-pass,high-pass
-0.166504,-0.006979,0.000075
0.048096,-0.005967,0.004261
-0.010498,-0.005864,-0.004822
-0.172607,-0.006340,-0.011147
-0.025879,-0.005066,0.007814
-0.544434,-0.009660,-0.056110
-0.070313,-0.004765,0.044732
-0.015625,-0.008126,-0.042112
-0.077881,-0.004576,0.031313
-0.318115,-0.009306,-0.057125
-0.254639,-0.005852,0.029066
-0.167725,-0.009065,-0.041546
-0.218750,-0.006618,0.018119
-0.301270,-0.009947,-0.043603
-0.381836,-0.008573,0.005313
-0.240967,-0.010189,-0.026522
-0.406494,-0.010392,-0.012449
-0.337891,-0.011174,-0.019081
-0.396240,-0.011815,-0.018298
-0.535400,-0.013590,-0.031535
-0.618164,-0.014791,-0.026938
-0.641846,-0.016453,-0.033253
-0.499023,-0.016291,-0.014652
-0.455078,-0.017311,-0.027624
-0.325928,-0.016130,-0.004196
-0.447510,-0.017960,-0.036457
-0.484619,-0.017283,-0.010439
-0.402344,-0.018132,-0.026711
-0.290039,-0.016661,-0.001796
-0.123047,-0.016011,-0.009439
-0.091553,-0.014539,0.000350
-0.038330,-0.013570,-0.003768
-0.020752,-0.012208,0.001562
-0.101074,-0.012056,-0.010518
-0.472412,-0.013936,-0.032946
-0.249023,-0.012000,0.007569
-0.295898,-0.013937,-0.033518
-0.102783,-0.010770,0.021251
-0.102539,-0.012372,-0.028567
-0.688477,-0.014495,-0.035967
-0.227539,-0.012088,0.012251
0.076416,-0.011385,-0.004271
-0.073242,-0.010603,-0.002705
-0.329590,-0.012097,-0.027202
-0.173096,-0.010183,0.009175
0.055420,-0.009569,-0.003361
-0.123291,-0.009431,-0.008037
-0.296387,-0.010325,-0.019361
-0.380859,-0.010895,-0.016659
-0.330811,-0.011229,-0.014613
-0.463623,-0.012777,-0.028428
-0.558594,-0.013824,-0.024404
-0.328613,-0.013243,-0.007368
-0.164551,-0.012780,-0.008105
-0.383545,-0.014073,-0.027143
-0.501465,-0.014645,-0.020431
-0.538818,-0.016018,-0.029901
-0.260498,-0.014238,0.003765
-0.072021,-0.013848,-0.009908
-0.296387,-0.014191,-0.017658
-0.361572,-0.014396,-0.016473
-0.122559,-0.012744,0.003960
0.260986,-0.009808,0.019885
0.145996,-0.009371,-0.004956
-0.088135,-0.008836,-0.003422
0.013916,-0.007647,0.004367
0.178467,-0.005871,0.012088
0.020264,-0.006169,-0.009177
-0.067627,-0.005410,0.002264
-0.000488,-0.005112,-0.002105
-0.087891,-0.005192,-0.005995
-0.167480,-0.005590,-0.009618
0.077393,-0.003672,0.015718
0.104980,-0.003779,-0.004855
0.030762,-0.002792,0.007186
0.154053,-0.001881,0.007325
0.150879,-0.001090,0.006913
0.008057,-0.001493,-0.005566
-0.080811,-0.001557,-0.002208
0.146484,-0.000050,0.015193
0.390869,0.001877,0.021353
0.371826,0.002971,0.014033
0.301025,0.003992,0.014322
0.219971,0.004242,0.006764
0.305420,0.005780,0.021332
0.290771,0.005868,0.006757
0.084473,0.005471,0.001454
0.016357,0.004992,0.000149
0.111084,0.005430,0.009862
0.051514,0.004551,-0.004338
0.006836,0.004552,0.004563
-0.058594,0.003294,-0.009425
0.087646,0.004479,0.016465
0.145508,0.003906,-0.001888
-0.016113,0.003579,0.000268
0.060547,0.003725,0.005206
0.093506,0.003721,0.003678
-0.182617,0.001606,-0.019783
0.002686,0.003103,0.018244
0.182129,0.002805,-0.000211
0.047363,0.002953,0.004454
-0.100586,0.001508,-0.013106
0.061768,0.002946,0.017486
-0.044189,0.000891,-0.019889
0.108643,0.003320,0.027877
0.357422,0.003633,0.006800
0.461426,0.006487,0.035340
0.223633,0.004820,-0.012033
-0.201172,0.003742,-0.007156
0.150879,0.005213,0.020091
0.172852,0.004499,-0.002726
0.184082,0.005808,0.019048
0.204102,0.005379,0.001035
0.134033,0.005895,0.011121
0.096436,0.005235,-0.001441
0.136963,0.005991,0.013638
0.132813,0.005411,-0.000457
-0.007568,0.004900,-0.000265
0.183838,0.005970,0.016787
0.114746,0.004987,-0.004949
0.085449,0.005636,0.012194
0.060547,0.004620,-0.005647
0.196045,0.006255,0.022783
0.214111,0.005560,-0.001462
0.162354,0.006495,0.015943
0.132813,0.005680,-0.002555
0.092041,0.006124,0.010608
0.063965,0.005222,-0.003897
0.602539,0.009952,0.057775
0.758545,0.010469,0.015694
0.543457,0.012643,0.034629
0.562744,0.013227,0.019134
0.868408,0.017504,0.060745
1.014160,0.019168,0.035997
0.807617,0.021037,0.039928
0.354004,0.018741,-0.004475
0.347900,0.020238,0.035383
0.426514,0.018974,0.006188
0.000732,0.016765,-0.005565
-0.098389,0.014915,-0.003791
-0.201660,0.012250,-0.014700
-0.626709,0.007275,-0.043027
-0.710937,0.004386,-0.024830
-0.623779,0.000972,-0.033545
-0.652832,-0.001656,-0.028229
-0.740967,-0.005197,-0.040999
-0.586914,-0.006126,-0.015513
-0.061768,-0.004804,0.008558
-0.179199,-0.006524,-0.023916
-0.121338,-0.004961,0.010843
-0.649414,-0.010663,-0.068314
-0.668213,-0.009521,0.002027
-0.795166,-0.015271,-0.073409
-0.670166,-0.013312,0.006488
-1.035400,-0.021032,-0.099090
-1.229736,-0.020985,-0.020505
-1.336426,-0.028242,-0.101619
-1.658691,-0.030813,-0.056809
-2.000000,-0.039587,-0.128304
-2.000000,-0.041716,-0.063243
-2.000000,-0.048982,-0.122449
-2.000000,-0.050745,-0.068572
-1.798340,-0.055129,-0.099450
-1.586670,-0.054874,-0.052301
-1.468506,-0.057547,-0.084572
-1.461670,-0.057281,-0.054590
-1.368896,-0.058743,-0.073524
-0.368164,-0.050416,0.033772
0.339111,-0.045898,-0.000213
0.996338,-0.033679,0.089864
1.999939,-0.021809,0.098218
1.999939,-0.011690,0.090616
1.999939,-0.001860,0.097534
1.999939,0.006519,0.091238
1.999939,0.014659,0.096968
1.999939,0.021598,0.091754
1.799072,0.026712,0.078420
1.263428,0.028119,0.042346
1.624756,0.035280,0.107693
1.688965,0.036966,0.054006
1.460693,0.041047,0.082317
1.395752,0.041917,0.050709
1.148926,0.043298,0.057258
0.989258,0.042724,0.036929
0.811279,0.042426,0.039410
0.276855,0.037623,-0.010946
0.237305,0.037055,0.031318
0.150879,0.032377,-0.014921
-0.282227,0.028399,-0.011823
-1.021484,0.018538,-0.081175
-1.145264,0.014241,-0.029204
-1.662598,0.001884,-0.123058
-1.521240,-0.000529,-0.024929
-1.641357,-0.011735,-0.125037
-1.611572,-0.013492,-0.031258
-2.000000,-0.025918,-0.151555
-2.000000,-0.027373,-0.042085
-1.927490,-0.037075,-0.135177
-1.858887,-0.037724,-0.044289
-2.000000,-0.046902,-0.139697
-1.882324,-0.046486,-0.042285
-1.618652,-0.051951,-0.107200
-1.681641,-0.052117,-0.053796
-1.615967,-0.056110,-0.096483
-1.411377,-0.054590,-0.039225
-1.402100,-0.057821,-0.090494
-1.640381,-0.058493,-0.065284
-1.379639,-0.059057,-0.064759
-1.434570,-0.060058,-0.070181
-1.614990,-0.061986,-0.081485
-1.854004,-0.064752,-0.092709
-1.644531,-0.064652,-0.063642
-0.806641,-0.060155,-0.014683
0.379150,-0.050467,0.047485
1.133057,-0.040636,0.058763
0.404297,-0.038517,-0.017088
1.380371,-0.022470,0.139784
1.999939,-0.015696,0.052792
1.999939,-0.002408,0.131954
1.999939,0.003201,0.059916
1.999939,0.014206,0.125471
1.999939,0.018851,0.065816
1.758301,0.026006,0.098354
1.747314,0.029763,0.067756
1.527588,0.033909,0.075825
1.571045,0.037373,0.072393
1.869629,0.043224,0.102389
1.916748,0.046474,0.079333
1.882080,0.051039,0.097194
1.630615,0.051693,0.058309
1.325928,0.053005,0.066272
1.214600,0.052645,0.049006
0.958984,0.051661,0.041713
0.702148,0.049283,0.025235
0.363525,0.045725,0.009754
0.205811,0.042478,0.009647
0.008789,0.037936,-0.007988
-0.300293,0.032744,-0.019758
-0.401855,0.028160,-0.018188
-0.608643,0.022185,-0.038227
-0.902832,0.016006,-0.046468
-0.928711,0.010849,-0.041298
-1.015137,0.005032,-0.053781
-1.412353,-0.002456,-0.078171
-1.512695,-0.008086,-0.065007
-1.777344,-0.016430,-0.100805
-1.947510,-0.022471,-0.083544
-1.842773,-0.028532,-0.089825
-2.000000,-0.034808,-0.098259
-2.000000,-0.039828,-0.090584
-2.000000,-0.045024,-0.097569
-2.000000,-0.049181,-0.091213
-1.791748,-0.051798,-0.078254
-1.559570,-0.053360,-0.069150
-1.470459,-0.054805,-0.069415
-1.393311,-0.055473,-0.062231
-1.474609,-0.057328,-0.076085
-1.409912,-0.057357,-0.057655
-1.438965,-0.059129,-0.077041
-1.863525,-0.062592,-0.097610
-2.000000,-0.065165,-0.091175
-1.100830,-0.060749,-0.016106
0.019531,-0.053805,0.016414
0.765381,-0.044107,0.053948
0.814697,-0.037957,0.024230
1.095947,-0.027648,0.076586
1.999939,-0.015232,0.110302
1.511719,-0.010650,0.035680
1.998779,0.003576,0.147421
1.999939,0.007380,0.045841
1.999939,0.019161,0.138279
1.964355,0.022023,0.050958
1.114990,0.024899,0.053977
0.970459,0.026098,0.038222
0.922363,0.028090,0.048231
1.007812,0.029775,0.046813
1.249023,0.033378,0.069812
0.913574,0.032056,0.018693
0.667236,0.033045,0.043041
0.533447,0.030867,0.008843
0.824951,0.034047,0.066198
0.767822,0.031780,0.008863
0.374268,0.031226,0.025618
0.395752,0.029523,0.012305
0.275635,0.028091,0.013610
-0.214844,0.022708,-0.031721
-0.327881,0.020606,-0.000643
-0.280273,0.016534,-0.024639
-0.440430,0.013496,-0.017217
-0.609375,0.008756,-0.039176
-0.789062,0.004785,-0.035365
-0.789551,0.000855,-0.038877
-1.062500,-0.004644,-0.060247
-1.448975,-0.011028,-0.075583
-1.877441,-0.019053,-0.100189
-1.729004,-0.023138,-0.064438
-1.712646,-0.029650,-0.095499
-1.997314,-0.035338,-0.092854
-2.000000,-0.040753,-0.095503
-2.000000,-0.045464,-0.093092
-1.864990,-0.048854,-0.083135
-1.477051,-0.049613,-0.057282
-1.317383,-0.051127,-0.066438
-1.084717,-0.049870,-0.037166
-1.155273,-0.051696,-0.070154
-1.145264,-0.050574,-0.039234
-0.971191,-0.050676,-0.051704
-0.880859,-0.049016,-0.032226
-1.300781,-0.052501,-0.087744
-1.688965,-0.054270,-0.072159
-1.689941,-0.057165,-0.086430
-1.490967,-0.057018,-0.055536
-0.680908,-0.052853,-0.010744
0.143799,-0.046052,0.022719
0.469238,-0.039967,0.021557
0.545166,-0.033720,0.029448
0.800781,-0.026610,0.045273
0.759766,-0.021769,0.027181
0.881348,-0.014897,0.054587
1.088623,-0.009209,0.048302
1.079102,-0.003596,0.053164
1.532715,0.004789,0.089565
1.521240,0.009344,0.055408
1.999939,0.020165,0.129574
1.980713,0.023782,0.060352
1.352295,0.027652,0.066786
0.845703,0.026544,0.015338
0.944580,0.030550,0.071055
1.024658,0.030281,0.027560
0.941650,0.032926,0.059669
0.927734,0.032590,0.029197
0.953125,0.034986,0.059212
1.007324,0.035147,0.036776
0.589844,0.033750,0.019620
0.426025,0.032556,0.020489
0.664551,0.033331,0.041165
0.534912,0.031293,0.010682
0.192871,0.029164,0.007638
0.060303,0.026402,-0.001523
0.056152,0.024605,0.006440
0.057617,0.022330,-0.000675
-0.045166,0.020010,-0.003451
-0.176514,0.017062,-0.012746
-0.261475,0.014452,-0.011934
-0.182861,0.012648,-0.005598
-0.093994,0.011206,-0.003366
-0.115479,0.009538,-0.007330
-0.120605,0.008303,-0.004184
-0.234131,0.006002,-0.017264
-0.400147,0.003635,-0.020303
-0.518555,0.000770,-0.028195
-0.485596,-0.000923,-0.018047
-0.744385,-0.005392,-0.050572
-1.137207,-0.009976,-0.056328
-1.238037,-0.014493,-0.060165
-1.326416,-0.019005,-0.064627
-1.219482,-0.021880,-0.050943
-1.180176,-0.025298,-0.059858
-1.346680,-0.029027,-0.066730
-1.274658,-0.031274,-0.053995
-1.416260,-0.035509,-0.078328
-1.495850,-0.038014,-0.063348
-1.357178,-0.040398,-0.064500
-1.174805,-0.040995,-0.047038
-1.093262,-0.042309,-0.055589
-1.006103,-0.042098,-0.039963
-0.920166,-0.042489,-0.046448
-0.870850,-0.041915,-0.036108
-0.806885,-0.041721,-0.039761
-0.778809,-0.041018,-0.033910
-0.725098,-0.040423,-0.034400
-0.666992,-0.039370,-0.028725
-0.602051,-0.038351,-0.028045
-0.535645,-0.036941,-0.022687
-0.395020,-0.034958,-0.014906
-0.421387,-0.034004,-0.024360
-0.366455,-0.031917,-0.010813
-0.242676,-0.030124,-0.012001
-0.341064,-0.029193,-0.019775
-0.452881,-0.028614,-0.022764
-0.398682,-0.027404,-0.015166
-0.255127,-0.025762,-0.009160
-0.238770,-0.024627,-0.013154
-0.282959,-0.023625,-0.013497
-0.165283,-0.021733,-0.002594
-0.034424,-0.019843,-0.000738
0.086426,-0.017297,0.008450
0.012451,-0.016331,-0.006569
0.066406,-0.013786,0.011954
0.216064,-0.011774,0.008568
0.430664,-0.007927,0.030963
0.176514,-0.008320,-0.012290
0.183350,-0.005080,0.027686
0.527100,-0.002620,0.022245
0.682373,0.001321,0.041171
0.587891,0.002592,0.015445
0.729248,0.007001,0.051577
0.760254,0.008304,0.021487
0.853760,0.012713,0.057285
1.013916,0.015090,0.039123
0.947021,0.018198,0.049630
1.011719,0.020691,0.045892
0.945801,0.022731,0.043361
0.877197,0.024239,0.039489
0.829346,0.025541,0.038706
0.949463,0.027763,0.050229
0.919922,0.028602,0.037084
0.890869,0.030207,0.046432
1.055664,0.032236,0.052757
1.115723,0.034052,0.052406
1.003662,0.034824,0.042640
0.752441,0.034293,0.028917
0.885498,0.036011,0.053380
0.842041,0.035218,0.027208
0.672607,0.035269,0.035776
0.494385,0.033169,0.011939
0.366699,0.032176,0.022139
0.188477,0.028994,-0.003183
0.106201,0.027505,0.012455
-0.045898,0.023638,-0.015465
-0.152832,0.021539,0.000318
-0.097412,0.018786,-0.009056
-0.088867,0.017117,0.000243
-0.116211,0.014615,-0.010680
-0.193359,0.012608,-0.007683
-0.322754,0.009488,-0.022056
-0.217285,0.008681,0.000515
0.020020,0.008020,0.001333
-0.056641,0.006730,-0.006310
-0.212891,0.004917,-0.013418
-0.406494,0.002280,-0.024374
-0.431397,0.000577,-0.016645
-0.480469,-0.002003,-0.028095
-0.591064,-0.004310,-0.027629
-0.929932,-0.009191,-0.058551
-0.965088,-0.011386,-0.033576
-0.582031,-0.012326,-0.021828
-0.576904,-0.014102,-0.032057
-0.802490,-0.016707,-0.043052
-0.797119,-0.018134,-0.032564
-0.784180,-0.020187,-0.040943
-0.956299,-0.022763,-0.048808
-1.073730,-0.025414,-0.052220
-1.292969,-0.029323,-0.068847
-1.507812,-0.033259,-0.073052
-1.473633,-0.036219,-0.066149
-1.446533,-0.039259,-0.069992
-1.468262,-0.041886,-0.068451
-1.277100,-0.042854,-0.052649
-1.076904,-0.043409,-0.049011
-1.035400,-0.043875,-0.048586
-0.999756,-0.044045,-0.045765
-0.941162,-0.043956,-0.043059
-0.784668,-0.042829,-0.031437
-0.964844,-0.044215,-0.058229
-1.094727,-0.044334,-0.045537
-0.871582,-0.043674,-0.037003
-0.745117,-0.042749,-0.033388
-0.742920,-0.042184,-0.036480
-0.499268,-0.039444,-0.011737
-0.511963,-0.039080,-0.035396
-0.640137,-0.037849,-0.025402
-0.450684,-0.036013,-0.017446
-0.545654,-0.035762,-0.033233
-0.739258,-0.035810,-0.036291
-0.301025,-0.032053,0.005932
-0.251465,-0.031691,-0.028030
-0.500244,-0.030595,-0.019514
-0.312988,-0.028779,-0.010411
-0.116699,-0.026281,-0.001029
-0.147217,-0.025024,-0.012313
-0.223877,-0.023577,-0.008944
-0.108887,-0.021604,-0.001661
0.134521,-0.018434,0.013618
0.024170,-0.017695,-0.010217
-0.037598,-0.015570,0.005914
-0.029541,-0.014892,-0.008040
0.128662,-0.011851,0.018896
0.049805,-0.011929,-0.012713
-0.126221,-0.010836,0.000209
0.114014,-0.008955,0.010071
0.201904,-0.007338,0.009007
-0.092529,-0.008165,-0.016524
0.147461,-0.004882,0.028308
0.250000,-0.004736,-0.003260
0.125488,-0.003027,0.014261
0.572754,0.000717,0.038570
0.839111,0.004290,0.040421
0.862061,0.007577,0.040802
0.691650,0.009155,0.025118
0.945312,0.013931,0.062220
0.862305,0.014566,0.020987
0.706787,0.017261,0.044513
1.060791,0.020655,0.054965
1.056885,0.022855,0.045102
1.123047,0.026201,0.060032
0.956787,0.026676,0.031482
0.826660,0.028393,0.045751
0.757568,0.028227,0.026548
0.904053,0.030835,0.057206
0.855469,0.030304,0.024935
0.393066,0.028718,0.012685
0.656982,0.030416,0.047585
1.052002,0.032303,0.051378
1.170166,0.034666,0.058561
0.835937,0.033521,0.021944
0.581543,0.033417,0.032370
0.744385,0.033788,0.037538
1.002930,0.035797,0.056104
0.844482,0.034820,0.024949
0.624756,0.034704,0.033525
0.534424,0.033164,0.017591
0.543213,0.033138,0.032882
0.543457,0.031865,0.018989
0.466797,0.031223,0.024732
0.291748,0.028750,0.003751
0.168457,0.027220,0.011747
0.083740,0.024486,-0.003154
0.174072,0.023951,0.018536
0.180908,0.021743,-0.000586
0.336914,0.022563,0.030856
0.089844,0.018733,-0.019993
-0.098145,0.017889,0.009360
0.014893,0.015633,-0.007178
0.159424,0.016105,0.020880
0.064697,0.013470,-0.013178
-0.319336,0.010750,-0.016748
-0.219727,0.009375,-0.004534
-0.419922,0.005501,-0.033667
-0.488281,0.003808,-0.013309
-0.288330,0.002220,-0.013839
-0.205078,0.001492,-0.005864
-0.373779,-0.001189,-0.028304
-0.514893,-0.002935,-0.020584
-0.619873,-0.006006,-0.037058
-0.397461,-0.005650,-0.002049
-0.186523,-0.006484,-0.014922
-0.424561,-0.008118,-0.024631
-0.727295,-0.011261,-0.043042
-0.480957,-0.010618,-0.004118
-0.446533,-0.012942,-0.036441
-0.516357,-0.012975,-0.013311
-0.581787,-0.015430,-0.040248
-0.648437,-0.015997,-0.021734
-0.598389,-0.017624,-0.034077
-0.672607,-0.018695,-0.029524
-0.983154,-0.022558,-0.061617
-0.947510,-0.023156,-0.029205
-0.872314,-0.025746,-0.051932
-0.860840,-0.026149,-0.030217
-0.847412,-0.028184,-0.048769
-0.784424,-0.028007,-0.026218
-0.710449,-0.029094,-0.040082
-0.554687,-0.027686,-0.013447
-0.576416,-0.028762,-0.039640
-0.691650,-0.028529,-0.026176
-0.690430,-0.029410,-0.038319
-0.575684,-0.028288,-0.016942
-0.645996,-0.029587,-0.042723
-0.918945,-0.030869,-0.043827
-0.820557,-0.031148,-0.033967
-0.553467,-0.030045,-0.018902
-0.749756,-0.031866,-0.050277
-1.078857,-0.033619,-0.051345
-0.894287,-0.033632,-0.033762
-0.601074,-0.032709,-0.023373
-0.703613,-0.033550,-0.042056
-0.827393,-0.033788,-0.036195
-0.585937,-0.032529,-0.019797
-0.628662,-0.033072,-0.038564
-0.774414,-0.033210,-0.034604
-0.474121,-0.031227,-0.011181
-0.124023,-0.028506,-0.000987
-0.308838,-0.028361,-0.026897
-0.472656,-0.027434,-0.018063
-0.387451,-0.026624,-0.018434
-0.202393,-0.024358,-0.001441
-0.250244,-0.024074,-0.021211
-0.289062,-0.022512,-0.006714
-0.369629,-0.022930,-0.027157
-0.147217,-0.019835,0.011463
0.020020,-0.018826,-0.008630
-0.231689,-0.018302,-0.012999
-0.285645,-0.017904,-0.013879
-0.195312,-0.016738,-0.004948
-0.143555,-0.015989,-0.008417
0.008545,-0.013791,0.008429
0.104980,-0.012390,0.001778
0.109619,-0.010533,0.008248
0.172607,-0.008862,0.008029
0.304688,-0.006254,0.020115
0.274658,-0.005114,0.006414
0.365234,-0.002221,0.027034
0.604736,0.000664,0.029825
0.486328,0.002100,0.016628
0.388672,0.003698,0.019849
0.674316,0.007201,0.042626
0.625244,0.008127,0.017482
0.417969,0.009349,0.021708
0.577881,0.011410,0.032255
0.470703,0.011555,0.013012
0.354980,0.012324,0.020108
0.468262,0.013361,0.023846
0.394043,0.013398,0.013764
0.432861,0.014571,0.026432
0.416992,0.014472,0.013476
0.317627,0.014639,0.016323
0.352783,0.014842,0.016897
0.356201,0.015008,0.016682
0.174316,0.013703,0.000508
0.190918,0.013974,0.016721
0.308594,0.013847,0.012558
0.219971,0.013354,0.008370
0.117676,0.012420,0.002974
0.148926,0.012265,0.010697
0.280518,0.012557,0.015512
0.314453,0.012703,0.014184
0.243896,0.012374,0.009043
0.179932,0.011977,0.007965
0.228516,0.012098,0.013318
0.233643,0.011811,0.008908
0.227051,0.011857,0.012328
0.269531,0.011964,0.013039
0.318604,0.012400,0.016809
0.257568,0.011993,0.007885
0.177734,0.011708,0.008821
0.237793,0.011858,0.013375
0.272461,0.011902,0.012351
0.259033,0.011918,0.012074
0.421143,0.013267,0.026915
0.530762,0.014168,0.023275
0.462402,0.014732,0.020436
0.552978,0.016212,0.031172
0.732666,0.018134,0.037574
0.873535,0.020501,0.044426
0.759766,0.021171,0.027951
0.739990,0.022970,0.041164
0.824219,0.024208,0.036721
1.033447,0.027393,0.059594
0.866699,0.027067,0.023772
0.805420,0.029208,0.050855
0.880859,0.029549,0.032999
0.985352,0.032168,0.058652
0.833008,0.031217,0.021597
0.528076,0.030916,0.027874
0.413574,0.029201,0.011857
0.374023,0.028631,0.022872
0.547852,0.028619,0.028493
0.439941,0.027273,0.013666
0.091797,0.024443,-0.004175
-0.028320,0.022355,0.001250
0.057373,0.020706,0.004026
-0.015625,0.018386,-0.005070
-0.226074,0.015315,-0.015733
-0.379639,0.012150,-0.019850
-0.241943,0.010723,-0.003711
-0.330078,0.007388,-0.026330
-0.590088,0.004100,-0.029148
-0.715088,0.000326,-0.037834
-0.650635,-0.001875,-0.024129
-0.630371,-0.004836,-0.034776
-0.678955,-0.007052,-0.029459
-0.553711,-0.008490,-0.023026
-0.992187,-0.013877,-0.068343
-0.947021,-0.014701,-0.023040
-0.769043,-0.017721,-0.048248
-0.965576,-0.019995,-0.042996
-0.915039,-0.022086,-0.043227
-0.752930,-0.022657,-0.028427
-1.222656,-0.028193,-0.084170
-1.341797,-0.029631,-0.044167
-1.146973,-0.032637,-0.063036
