ax,low-pass,high-pass
0.014160,0.008357,0.000384
0.003174,0.007891,0.000361
0.000732,0.007247,0.000324
0.006348,0.007166,0.000350
0.004395,0.006916,0.000304
0.009521,0.007151,0.000367
0.003662,0.006837,0.000281
0.005127,0.006683,0.000346
0.011475,0.007114,0.000326
0.007813,0.007177,0.000349
0.010986,0.007520,0.000359
0.007080,0.007480,0.000347
0.009766,0.007686,0.000376
0.017822,0.008598,0.000432
0.006836,0.008440,0.000367
0.009766,0.008559,0.000436
0.002441,0.008008,0.000324
0.009521,0.008145,0.000439
0.004395,0.007807,0.000304
0.012939,0.008269,0.000468
-0.000244,0.007503,0.000249
0.006592,0.007421,0.000441
0.014404,0.008049,0.000323
0.004150,0.007698,0.000399
0.009766,0.007884,0.000347
0.011719,0.008230,0.000425
0.008789,0.008280,0.000358
0.008789,0.008326,0.000423
0.008789,0.008367,0.000368
0.011475,0.008647,0.000443
0.005615,0.008374,0.000350
0.009521,0.008477,0.000444
0.008057,0.008440,0.000
0.017822,0.006496,0.000362
0.015381,0.007296,0.000327
0.006348,0.007210,0.000351
0.013428,0.007770,0.000380
0.008789,0.007862,0.000362
0.013916,0.008406,0.000427
0.001221,0.007760,0.000310
0.001953,0.007237,0.000370
0.007324,0.007245,0.000316
0.000488,0.006637,0.000310
0.008057,0.006765,0.000327
0.010986,0.007145,0.000346
0.010742,0.007468,0.000358
0.008301,0.007543,0.000354
0.000977,0.006952,0.000304
0.010254,0.007249,0.000376
0.004639,0.007014,0.000289
0.006104,0.006932,0.000361
0.007080,0.006946,0.000297
0.014404,0.007617,0.000415
0.011230,0.007942,0.000337
0.005615,0.007733,0.000389
0.010010,0.007938,0.000360
0.000732,0.007289,0.000328
0.007080,0.007270,0.000355
0.014648,0.007934,0.000391
0.005615,0.007726,0.000340
0.007813,0.007734,0.000387
0.006836,0.007653,0.000337
0.016113,0.008414,0.000451
0.007568,0.008338,0.000340
0.016602,0.009082,0.000508
0.006104,0.008814,0.000331
0.005859,0.008548,0.000468
0.017578,0.009361,0.000417
0.000488,0.008562,0.000391
0.003662,0.008121,0.000375
0.015381,0.008774,0.000449
0.008057,0.008710,0.000376
0.015137,0.009288,0.000494
0.016113,0.009903,0.000441
0.006348,0.009583,0.000461
0.007813,0.009423,0.000429
0.006348,0.009146,0.000433
0.012451,0.009444,0.000456
0.000000,0.008594,0.000358
0.006836,0.008436,0.000433
0.016602,0.009171,0.000431
0.005615,0.008851,0.000404
-0.001221,0.007944,0.000347
0.013184,0.008416,0.000441
0.002686,0.007900,0.000309
0.003906,0.007541,0.000397
0.002930,0.007126,0.000280
0.014404,0.007781,0.000446
0.008545,0.007849,0.000301
0.001953,0.007319,0.000385
0.011719,0.007715,0.000344
-0.005859,0.006493,0.000271
0.000977,0.005997,0.000293
0.006592,0.006050,0.000278
-0.004883,0.005066,0.000203
0.001221,0.004720,0.000240
0.001953,0.004471,0.000184
0.008301,0.004816,0.000266
0.007813,0.005085,0.000216
0.006836,0.005243,0.000276
0.001221,0.004881,0.000188
-0.004883,0.004002,0.000189
0.008301,0.004389,0.000223
0.000000,0.003994,0.000156
0.009033,0.004448,0.000258
0.009766,0.004926,0.000209
0.008057,0.005208,0.000279
0.005127,0.005201,0.000214
0.012695,0.005875,0.000334
0.000977,0.005434,0.000185
0.004883,0.005385,0.000316
0.012207,0.005999,0.000252
0.000977,0.005547,0.000270
0.000488,0.005091,0.000213
0.012207,0.005732,0.000322
0.010742,0.006183,0.000263
0.013428,0.006835,0.000376
-0.002197,0.006022,0.000200
-0.001221,0.005370,0.000301
0.004883,0.005326,0.000205
0.005615,0.005352,0.000295
0.011230,0.005881,0.000261
0.006104,0.005901,0.000294
0.007813,0.006073,0.000279
0.008301,0.006274,0.000310
0.010010,0.006610,0.000312
0.006104,0.006564,0.000306
0.005615,0.006479,0.000304
0.003174,0.006182,0.000279
0.000488,0.005669,0.000256
0.013184,0.006345,0.000338
0.005127,0.006236,0.000253
0.000244,0.005697,0.000282
-0.001709,0.005030,0.000196
0.004639,0.004995,0.000271
0.007568,0.005226,0.000224
0.006348,0.005327,0.000276
0.011963,0.005925,0.000282
0.011963,0.006468,0.000325
-0.003418,0.005578,0.000206
0.010742,0.006043,0.000356
0.010254,0.006422,0.000254
0.002441,0.006064,0.000315
0.010498,0.006463,0.000295
0.007568,0.006562,0.000322
0.008301,0.006719,0.000312
0.004395,0.006510,0.000302
0.009033,0.006737,0.000331
0.004883,0.006570,0.000290
0.013184,0.007165,0.000381
-0.000732,0.006454,0.000234
0.005127,0.006335,0.000357
0.014648,0.007083,0.000313
0.002686,0.006687,0.000317
0.005371,0.006569,0.000302
0.002441,0.006197,0.000283
0.007568,0.006321,0.000312
0.009033,0.006565,0.000307
0.005127,0.006435,0.000300
-0.000732,0.005790,0.000248
-0.001465,0.005137,0.000236
0.008545,0.005444,0.000275
0.005371,0.005438,0.000239
0.010010,0.005849,0.000309
0.002197,0.005520,0.000216
0.013916,0.006276,0.000368
0.001709,0.005865,0.000193
0.002686,0.005579,0.000327
0.016113,0.006527,0.000290
-0.000732,0.005874,0.000265
0.016113,0.006795,0.000371
0.012695,0.007326,0.000322
0.011475,0.007700,0.000400
0.012695,0.008149,0.000370
0.016602,0.008910,0.000466
0.006592,0.008701,0.000359
0.007324,0.008577,0.000445
0.002686,0.008047,0.000319
0.010986,0.008312,0.000457
0.009521,0.008420,0.000342
0.008789,0.008454,0.000450
0.007324,0.008352,0.000342
0.004883,0.008040,0.000412
0.005859,0.007844,0.000331
0.007568,0.007819,0.000403
0.008301,0.007862,0.000341
0.006348,0.007726,0.000385
0.003418,0.007338,0.000310
0.013184,0.007864,0.000425
0.003418,0.007464,0.000285
0.000488,0.006836,0.000356
0.007324,0.006880,0.000295
0.010742,0.007228,0.000382
0.001221,0.006687,0.000254
0.010986,0.007074,0.000405
0.009521,0.007294,0.000288
0.008301,0.007385,0.000403
0.007813,0.007423,0.000301
0.009521,0.007612,0.000411
0.006348,0.007498,0.000301
0.014160,0.008098,0.000455
0.007324,0.008028,0.000309
0.010986,0.008295,0.000466
0.000732,0.007614,0.000262
0.008301,0.007676,0.000453
0.009521,0.007842,0.000294
0.005127,0.007598,0.000417
0.011230,0.007924,0.000334
0.017334,0.008771,0.000485
0.028076,0.010509,0.000504
0.065674,0.015474,0.000934
0.023682,0.016212,0.000609
-0.001221,0.014643,0.000763
0.038574,0.016797,0.000817
0.151367,0.028908,0.001858
0.111328,0.036326,0.001578
-0.218994,0.013347,-0.000235
-0.117432,0.001577,0.000356
0.273682,0.026067,0.002022
-0.091064,0.015525,-0.000443
0.325195,0.043395,0.004309
0.180176,0.055705,0.001093
0.136475,0.062975,0.004673
0.145996,0.070447,0.002087
0.144287,0.077092,0.005039
-0.065918,0.064221,0.001195
0.020020,0.060243,0.004335
0.010010,0.055722,0.001070
0.122803,0.061759,0.004584
0.001709,0.056355,0.000900
-0.060059,0.045878,0.003310
0.072754,0.048297,0.001335
0.025146,0.046213,0.002945
-0.028076,0.039527,0.000878
0.110840,0.045945,0.003336
-0.216797,0.022298,-0.001029
-0.220947,0.000406,0.000973
0.065674,0.006280,-0.000320
0.097168,0.014460,0.001593
0.145020,0.026211,0.000909
0.269531,0.048109,0.003502
-0.101563,0.034639,-0.000070
-0.016357,0.030049,0.002768
0.000732,0.027411,-0.000052
-0.236816,0.003630,0.000374
-0.153809,-0.010539,-0.001289
-0.131836,-0.021456,-0.000758
-0.017822,-0.021129,-0.001211
0.093750,-0.010790,0.000131
0.123535,0.001299,-0.000003
0.146973,0.014410,0.001299
0.111572,0.023155,0.000902
0.066162,0.027025,0.001612
0.329102,0.054212,0.003412
0.215088,0.068691,0.003077
-0.102051,0.053324,0.001999
-0.037354,0.045163,0.002245
0.039551,0.044658,0.001976
-0.020996,0.038749,0.001689
0.306641,0.062859,0.004120
0.265625,0.081108,0.003551
-0.119629,0.063042,0.002443
0.104492,0.066773,0.003787
0.179932,0.076957,0.003480
0.022461,0.072052,0.003318
0.008545,0.066337,0.002951
-0.015137,0.059004,0.002625
-0.049805,0.049211,0.002041
0.001221,0.044892,0.002183
-0.054932,0.035908,0.001245
-0.077881,0.025667,0.001177
0.018311,0.025005,0.001179
0.182129,0.039146,0.002450
0.020264,0.037447,0.001141
-0.020020,0.032275,0.001867
-0.066162,0.023415,0.000409
-0.154541,0.007399,0.000294
-0.109863,-0.003154,-0.000552
-0.041260,-0.006584,-0.000091
-0.016602,-0.007485,-0.000591
0.001953,-0.006636,-0.000059
-0.081299,-0.013356,-0.001148
-0.175293,-0.027930,-0.001469
-0.218506,-0.045082,-0.002721
0.013672,-0.039794,-0.001106
-0.414795,-0.073544,-0.005613
-0.224609,-0.087140,-0.002735
-0.005859,-0.079825,-0.004695
0.015381,-0.071256,-0.002140
-0.001709,-0.064997,-0.003902
0.006592,-0.058554,-0.001719
-0.009277,-0.054119,-0.003306
-0.022949,-0.051314,-0.001609
0.025879,-0.044366,-0.002528
0.022461,-0.038352,-0.001151
0.020752,-0.033033,-0.001926
-0.028076,-0.032587,-0.001180
0.060547,-0.024205,-0.001104
-0.069580,-0.028288,-0.001541
-0.083252,-0.033235,-0.001589
0.016846,-0.028728,-0.001140
-0.018799,-0.027834,-0.001468
0.000488,-0.025285,-0.000940
-0.003906,-0.023361,-0.001247
0.010254,-0.020336,-0.000695
0.000488,-0.018462,-0.001029
-0.008057,-0.017525,-0.000641
-0.028076,-0.018475,-0.001079
-0.007568,-0.017493,-0.000592
-0.004150,-0.016292,-0.000928
0.035156,-0.011662,-0.000206
0.042480,-0.006789,-0.000424
-0.064941,-0.012023,-0.000696
-0.073486,-0.017555,-0.000946
-0.037598,-0.019358,-0.000881
-0.009766,-0.018495,-0.000863
0.011963,-0.015754,-0.000633
0.007324,-0.013677,-0.000655
0.030273,-0.009721,-0.000279
-0.017578,-0.010428,-0.000685
0.018311,-0.007842,-0.000083
0.000977,-0.007048,-0.000559
-0.021729,-0.008369,-0.000244
0.025391,-0.005331,-0.000257
0.014404,-0.003555,-0.000086
-0.008057,-0.003960,-0.000278
-0.015137,-0.004966,-0.000194
0.000488,-0.004475,-0.000227
-0.010742,-0.005039,-0.000247
0.004150,-0.004212,-0.000154
-0.006348,-0.004404,-0.000256
0.001465,-0.003876,-0.000116
0.022461,-0.001506,-0.000030
-0.003906,-0.001722,-0.000127
-0.013184,-0.002753,-0.000132
0.002930,-0.002242,-0.000082
0.000732,-0.001974,-0.000103
-0.006104,-0.002346,-0.000117
-0.004395,-0.002530,-0.000121
-0.001221,-0.002412,-0.000107
-0.008789,-0.002986,-0.000171
0.002197,-0.002520,-0.000071
-0.004150,-0.002666,-0.000176
0.000244,-0.002405,-0.000057
-0.010254,-0.003111,-0.000228
0.002197,-0.002633,-0.000029
-0.016602,-0.003890,-0.000324
0.014404,-0.002244,0.000093
0.009277,-0.001207,-0.000193
-0.001709,-0.001252,0.000063
-0.007324,-0.001799,-0.000219
-0.001221,-0.001747,0.000042
-0.000488,-0.001633,-0.000185
0.004883,-0.001047,0.000074
-0.010742,-0.001919,-0.000241
-0.012695,-0.002889,-0.000041
-0.003418,-0.002937,-0.000227
-0.008057,-0.003398,-0.000099
-0.002197,-0.003290,-0.000206
-0.000244,-0.003016,-0.000084
-0.008301,-0.003491,-0.000238
-0.003662,-0.003507,-0.000099
-0.014648,-0.004509,-0.000315
-0.006836,-0.004719,-0.000138
0.000000,-0.004294,-0.000261
-0.000977,-0.003995,-0.000122
-0.014160,-0.004910,-0.000331
0.003906,-0.004117,-0.000069
0.000000,-0.003746,-0.000274
0.001953,-0.003233,-0.000042
-0.001953,-0.003118,-0.000243
-0.003906,-0.003189,-0.000066
-0.009766,-0.003781,-0.000280
-0.006592,-0.004034,-0.000108
0.000000,-0.003671,-0.000232
-0.001221,-0.003450,-0.000099
0.000977,-0.003052,-0.000184
-0.003418,-0.003085,-0.000110
0.003662,-0.002478,-0.000123
-0.000244,-0.002277,-0.000093
-0.010498,-0.003017,-0.000187
-0.001709,-0.002899,-0.000091
-0.012695,-0.003781,-0.000258
0.002441,-0.003221,-0.000056
-0.013672,-0.004161,-0.000324
-0.004395,-0.004182,-0.000082
-0.007568,-0.004487,-0.000330
-0.002930,-0.004347,-0.000091
-0.001709,-0.004109,-0.000287
-0.014404,-0.005036,-0.000192
-0.002686,-0.004824,-0.000259
-0.008057,-0.005115,-0.000224
-0.002441,-0.004875,-0.000234
-0.002441,-0.004656,-0.000206
-0.005615,-0.004742,-0.000240
0.002441,-0.004096,-0.000151
-0.001221,-0.003837,-0.000208
-0.006348,-0.004063,-0.000176
-0.008301,-0.004444,-0.000240
-0.012939,-0.005209,-0.000251
-0.005615,-0.005245,-0.000244
-0.014648,-0.006092,-0.000326
-0.002441,-0.005763,-0.000222
-0.017578,-0.006826,-0.000412
-0.014160,-0.007486,-0.000298
-0.004150,-0.007186,-0.000375
-0.011230,-0.007550,-0.000338
-0.001709,-0.007025,-0.000325
-0.008301,-0.007139,-0.000347
-0.004883,-0.006936,-0.000308
0.001953,-0.006136,-0.000272
-0.001221,-0.005694,-0.000265
-0.002930,-0.005445,-0.000249
0.000488,-0.004911,-0.000216
-0.017822,-0.006073,-0.000350
-0.010742,-0.006493,-0.000266
-0.000732,-0.005975,-0.000296
-0.005371,-0.005920,-0.000263
-0.006592,-0.005981,-0.000299
-0.003418,-0.005750,-0.000246
-0.001221,-0.005343,-0.000257
0.010498,-0.003917,-0.000119
0.016357,-0.002092,-0.000080
-0.019775,-0.003684,-0.000258
-0.008057,-0.004077,-0.000132
-0.001953,-0.003886,-0.000230
-0.000732,-0.003602,-0.000115
-0.010254,-0.004201,-0.000273
-0.014160,-0.005097,-0.000210
-0.014404,-0.005935,-0.000343
-0.003906,-0.005752,-0.000206
-0.019531,-0.006992,-0.000442
-0.012207,-0.007462,-0.000269
-0.000977,-0.006878,-0.000374
-0.031494,-0.009094,-0.000478
-0.026123,-0.010626,-0.000521
-0.007080,-0.010307,-0.000453
0.028076,-0.006853,-0.000204
0.045166,-0.002171,-0.000009
0.000000,-0.001975,-0.000169
-0.003662,-0.002127,-0.000037
-0.006592,-0.002529,-0.000194
-0.000488,-0.002345,-0.000035
-0.005859,-0.002662,-0.000208
-0.012939,-0.003587,-0.000134
0.004883,-0.002824,-0.000132
0.010010,-0.001669,-0.000030
-0.017578,-0.003101,-0.000252
-0.011475,-0.003855,-0.000118
-0.004883,-0.003947,-0.000248
0.000000,-0.003592,-0.000097
0.000732,-0.003203,-0.000200
0.003418,-0.002607,-0.000053
-0.002930,-0.002636,-0.000189
-0.012939,-0.003563,-0.000149
-0.002197,-0.003440,-0.000174
0.002441,-0.002911,-0.000103
-0.027832,-0.005154,-0.000370
-0.016846,-0.006206,-0.000222
0.000488,-0.005604,-0.000302
0.026611,-0.002704,0.000032
0.017090,-0.000923,-0.000112
-0.113770,-0.011079,-0.000895
-0.031982,-0.012960,-0.000352
0.159912,0.002598,0.000554
0.218750,0.022052,0.001481
0.366455,0.053048,0.003427
1.121094,0.149172,0.010307
0.278320,0.160796,0.005092
0.102539,0.155552,0.009366
0.092773,0.149902,0.004968
0.036621,0.139707,0.008052
0.276611,0.152028,0.006355
0.160156,0.152760,0.007965
0.208740,0.157798,0.006953
0.040771,0.147266,0.006926
0.163086,0.148690,0.007079
-0.092285,0.127002,0.004988
-0.019775,0.113792,0.005702
0.111572,0.113592,0.005035
0.123291,0.114465,0.005720
0.037109,0.107503,0.004470
-0.589355,0.044786,-0.000037
-0.225342,0.020474,0.001876
-0.059570,0.013270,-0.000513
-0.110596,0.002122,0.000658
-0.020508,0.000086,-0.000591
-0.040527,-0.003570,0.000216
-0.043457,-0.007159,-0.000841
-0.099854,-0.015502,-0.000630
-0.022461,-0.016128,-0.000879
0.086426,-0.006898,0.000179
0.021729,-0.004322,-0.000552
0.002441,-0.003713,0.000168
0.000244,-0.003357,-0.000455
0.007568,-0.002374,0.000200
-0.026855,-0.004577,-0.000594
0.070557,0.002185,0.000737
0.047852,0.006295,-0.000104
0.003174,0.006014,0.000636
0.068848,0.011669,0.000471
0.041504,0.014354,0.000863
-0.071045,0.006668,-0.000185
0.081543,0.013407,0.001375
0.060303,0.017628,0.000335
0.026855,0.018458,0.001356
0.051025,0.021389,0.000691
0.023682,0.021595,0.001315
-0.063232,0.013961,0.000060
-0.061768,0.007145,0.000589
0.006104,0.007052,0.000099
0.040527,0.010064,0.000816
-0.035400,0.005973,-0.000205
-0.040527,0.001788,0.000347
-0.035645,-0.001581,-0.000458
-0.035645,-0.004647,-0.000001
0.042236,-0.000427,-0.000037
-0.033691,-0.003421,-0.000274
-0.216553,-0.022603,-0.001785
-0.010986,-0.021558,-0.000316
-0.018311,-0.021265,-0.001627
-0.059082,-0.024669,-0.000740
0.127441,-0.010979,-0.000315
0.061523,-0.004454,-0.000115
0.024658,-0.001834,-0.000061
0.033447,0.001342,0.000176
0.027100,0.003660,0.000169
0.021484,0.005264,0.000320
0.027832,0.007295,0.000366
0.028564,0.009209,0.000496
0.029541,0.011039,0.000542
0.031006,0.012836,0.000662
0.039551,0.015241,0.000769
0.034912,0.017011,0.000831
0.028320,0.018029,0.000866
0.026123,0.018757,0.000900
0.018799,0.018761,0.000870
0.028564,0.019643,0.000976
0.036621,0.021171,0.001017
0.028076,0.021793,0.001036
0.034180,0.022908,0.001119
0.023437,0.022955,0.001048
0.017334,0.022449,0.001067
0.027588,0.022912,0.001091
0.020996,0.022739,0.001054
0.027588,0.023176,0.001127
0.032227,0.023990,0.001134
0.029541,0.024490,0.001173
0.018311,0.023934,0.001087
0.022949,0.023845,0.001157
0.021729,0.023655,0.001076
0.023437,0.023635,0.001148
0.017334,0.023068,0.001032
0.021484,0.022925,0.001125
0.022705,0.022906,0.001038
0.016357,0.022316,0.001064
0.014648,0.021626,0.000978
0.021973,0.021657,0.001059
0.017578,0.021290,0.000953
0.027344,0.021835,0.001098
0.016846,0.021386,0.000925
0.019775,0.021241,0.001070
0.013428,0.020538,0.000875
0.021484,0.020623,0.001060
0.021484,0.020701,0.000899
0.017334,0.020398,0.001018
0.014893,0.019902,0.000865
0.016357,0.019583,0.000976
0.012939,0.018985,0.000821
0.016357,0.018749,0.000940
0.011719,0.018116,0.000775
0.023682,0.018617,0.000971
0.019531,0.018699,0.000800
0.012695,0.018159,0.000907
0.015137,0.017887,0.000785
0.020020,0.018079,0.000913
0.019531,0.018210,0.000808
0.024902,0.018812,0.000958
0.009766,0.017998,0.000748
0.016113,0.017828,0.000924
0.024414,0.018421,0.000817
0.011230,0.017774,0.000856
0.015381,0.017558,0.000802
0.014893,0.017318,0.000829
0.019531,0.017518,0.000822
0.019043,0.017655,0.000841
0.019775,0.017846,0.000841
0.021729,0.018195,0.000872
0.012939,0.017722,0.000801
0.020020,0.017929,0.000885
0.009521,0.017172,0.000741
0.008545,0.016396,0.000802
0.013672,0.016151,0.000724
0.015869,0.016125,0.000792
0.018066,0.016300,0.000746
0.020752,0.016701,0.000824
0.011475,0.016230,0.000711
0.019287,0.016505,0.000839
0.022705,0.017063,0.000772
0.012695,0.016670,0.000797
0.012939,0.016334,0.000744
0.006836,0.015480,0.000716
0.012939,0.015251,0.000721
0.020020,0.015680,0.000755
0.012207,0.015368,0.000696
0.010498,0.014929,0.000710
0.012939,0.014750,0.000681
0.015869,0.014851,0.000717
0.010254,0.014437,0.000647
0.015137,0.014500,0.000716
0.013672,0.014426,0.000647
0.016602,0.014621,0.000727
0.017090,0.014844,0.000674
0.028564,0.016078,0.000834
0.020996,0.016521,0.000728
0.008301,0.015781,0.000758
0.009766,0.015240,0.000682
0.016357,0.015340,0.000760
0.012695,0.015102,0.000668
0.010498,0.014688,0.000714
0.013672,0.014597,0.000664
0.020752,0.015151,0.000760
0.011230,0.014798,0.000641
0.014160,0.014740,0.000744
0.020020,0.015215,0.000693
0.019043,0.015560,0.000770
0.001709,0.014313,0.000587
0.020752,0.014893,0.000806
0.014893,0.014893,0.000607
0.004639,0.013970,0.000705
0.009033,0.013526,0.000576
0.007324,0.012967,0.000643
0.016357,0.013273,0.000609
0.015137,0.013440,0.000655
0.009277,0.013066,0.000580
0.013916,0.013142,0.000655
0.012939,0.013124,0.000585
0.018555,0.013613,0.000693
0.010986,0.013376,0.000573
0.017822,0.013776,0.000718
0.008057,0.013262,0.000540
0.004639,0.012486,0.000632
0.023682,0.013493,0.000639
0.010010,0.013180,0.000605
0.006836,0.012609,0.000585
0.013672,0.012704,0.000611
0.012207,0.012660,0.000583
0.022217,0.013520,0.000686
0.008301,0.013050,0.000550
0.004395,0.012271,0.000604
-0.008545,0.010398,0.000386
0.011963,0.010539,0.000597
0.010010,0.010491,0.000401
0.014893,0.010887,0.000615
-0.001221,0.009797,0.000322
0.015625,0.010322,0.000636
0.022705,0.011436,0.000451
0.015869,0.011835,0.000655
-0.004395,0.010375,0.000338
-0.133057,-0.002534,-0.000535
-0.069092,-0.008524,-0.000280
-0.088867,-0.015755,-0.001163
-0.025879,-0.016666,-0.000442
-0.289551,-0.041226,-0.003309
-0.372803,-0.071068,-0.003385
-0.205322,-0.083151,-0.004403
-0.227783,-0.096168,-0.004648
-0.218262,-0.107156,-0.005414
-0.325439,-0.126802,-0.006485
-0.369385,-0.148634,-0.007475
-0.249023,-0.157669,-0.007388
-0.116455,-0.153960,-0.007134
-0.210205,-0.159022,-0.007820
-0.138184,-0.157146,-0.007027
0.010498,-0.142058,-0.006391
-0.195557,-0.146873,-0.007403
-0.000977,-0.133743,-0.005300
0.041992,-0.117926,-0.005790
-0.043945,-0.111268,-0.004745
0.053223,-0.096464,-0.004364
0.039551,-0.084223,-0.003609
0.134277,-0.064558,-0.002526
0.157715,-0.044553,-0.001711
-0.015381,-0.041928,-0.002216
-0.022705,-0.040198,-0.001601
0.086670,-0.028780,-0.001133
0.009766,-0.025310,-0.001247
-0.044189,-0.027010,-0.001296
-0.025635,-0.026886,-0.001240
-0.083008,-0.031937,-0.001746
-0.020020,-0.030864,-0.001189
0.087646,-0.020198,-0.000736
-0.031006,-0.021171,-0.001236
-0.185791,-0.035987,-0.002114
-0.097412,-0.041515,-0.001812
-0.077637,-0.044766,-0.002380
-0.084229,-0.048318,-0.002183
-0.182373,-0.060383,-0.003448
-0.144775,-0.067978,-0.002980
-0.153564,-0.075681,-0.004099
-0.166016,-0.083811,-0.003813
-0.130127,-0.087979,-0.004448
0.011475,-0.079028,-0.003064
0.047852,-0.067609,-0.003296
0.061523,-0.055987,-0.002039
0.009521,-0.050092,-0.002652
-0.066406,-0.051560,-0.002227
-0.057861,-0.052127,-0.002665
0.045654,-0.043327,-0.001474
-0.016113,-0.040877,-0.002338
0.039063,-0.033683,-0.000904
0.036621,-0.027355,-0.001639
0.133057,-0.012918,0.000329
0.025635,-0.009449,-0.001150
-0.092285,-0.016904,-0.000475
-0.080811,-0.022656,-0.001607
-0.025146,-0.022880,-0.000597
-0.048584,-0.025193,-0.001724
-0.083984,-0.030484,-0.001175
-0.011230,-0.028751,-0.001519
-0.004883,-0.026603,-0.001012
-0.078857,-0.031306,-0.001896
-0.094727,-0.037014,-0.001606
-0.104736,-0.043109,-0.002419
-0.054932,-0.044173,-0.001775
-0.096191,-0.048855,-0.002782
-0.105469,-0.053950,-0.002324
-0.039307,-0.052632,-0.002622
0.041504,-0.044160,-0.001588
-0.013916,-0.041438,-0.002284
0.001709,-0.037555,-0.001301
-0.065918,-0.040107,-0.002425
-0.106445,-0.046078,-0.001940
-0.176758,-0.057839,-0.003440
-0.070801,-0.059006,-0.002180
-0.012451,-0.054816,-0.002950
-0.021973,-0.051860,-0.001983
-0.138916,-0.059695,-0.003568
-0.075195,-0.061090,-0.002251
-0.044189,-0.059569,-0.003313
-0.013428,-0.055416,-0.001973
