ax,low-pass,high-pass
-0.339355,-0.009295,-0.042734
-0.698242,-0.010615,-0.023954
-0.625244,-0.012762,-0.034474
-0.611328,-0.013742,-0.023648
-0.671143,-0.016004,-0.038883
-0.708008,-0.017114,-0.028337
-0.228027,-0.015100,0.005264
-0.809082,-0.020726,-0.077608
-0.987061,-0.020500,-0.018212
-0.910889,-0.024541,-0.065407
-0.921875,-0.024443,-0.023448
-0.858398,-0.027276,-0.055918
-0.966064,-0.028066,-0.036061
-0.976562,-0.030497,-0.055075
-0.970459,-0.031102,-0.037223
-0.907471,-0.032605,-0.047800
-0.930664,-0.033294,-0.040262
-1.692627,-0.040711,-0.115698
-1.061768,-0.036171,0.009726
-1.207275,-0.043491,-0.117506
-1.003418,-0.038081,0.016622
-0.986572,-0.044007,-0.103918
-1.025879,-0.039845,0.002236
-1.024170,-0.044738,-0.094210
-0.984131,-0.040967,-0.002840
-0.986084,-0.045034,-0.086163
-1.007812,-0.042088,-0.012295
-0.998535,-0.045381,-0.078680
-0.990967,-0.042880,-0.017589
-0.985107,-0.045560,-0.072654
-0.993652,-0.043557,-0.023313
-1.012695,-0.045931,-0.069927
-0.999268,-0.044164,-0.026300
-0.993652,-0.046084,-0.065496
-0.990478,-0.044595,-0.029542
-0.991699,-0.046195,-0.062370
-0.993408,-0.044976,-0.032650
-0.982178,-0.046209,-0.058684
-0.987305,-0.045242,-0.035455
-0.992676,-0.046307,-0.057077
-1.002197,-0.045582,-0.038258
-0.978027,-0.046269,-0.053208
-0.991699,-0.045780,-0.040834
-1.000732,-0.046421,-0.052907
-0.986816,-0.045903,-0.040668
-0.994141,-0.046494,-0.052465
-0.997314,-0.046091,-0.042015
-0.979736,-0.046437,-0.049942
-0.986816,-0.046161,-0.043366
-0.997803,-0.046537,-0.050339
-0.998291,-0.046312,-0.044038
-0.992676,-0.046578,-0.049267
-0.997070,-0.046427,-0.044904
-1.000244,-0.046673,-0.049160
-0.989258,-0.046459,-0.044298
-0.983154,-0.046614,-0.048173
-0.993408,-0.046520,-0.045570
-1.004150,-0.046734,-0.048905
-1.001709,-0.046637,-0.045650
-0.988037,-0.046704,-0.047382
-0.990967,-0.046647,-0.046070
-1.010010,-0.046856,-0.048978
-0.989746,-0.046645,-0.044508
-0.993164,-0.046846,-0.048883
-1.002930,-0.046751,-0.045780
-0.997070,-0.046870,-0.048076
-0.981689,-0.046666,-0.044603
-0.987793,-0.046814,-0.048313
-0.996582,-0.046716,-0.045728
-0.992676,-0.046807,-0.047729
-0.989014,-0.046697,-0.045578
-0.995605,-0.046826,-0.048128
-1.007080,-0.046827,-0.046840
-0.985596,-0.046760,-0.046079
-0.996582,-0.046850,-0.047761
-1.006103,-0.046871,-0.047087
-1.000977,-0.046904,-0.047239
-0.981689,-0.046766,-0.045365
-0.981689,-0.046793,-0.047070
-0.995117,-0.046787,-0.046727
-0.990723,-0.046774,-0.046644
-0.992676,-0.046785,-0.046895
-1.003174,-0.046859,-0.047611
-0.991699,-0.046775,-0.045927
-0.984863,-0.046782,-0.046844
-0.999268,-0.046829,-0.047306
-0.993652,-0.046788,-0.046380
-0.990234,-0.046800,-0.046915
-0.991211,-0.046774,-0.046516
-0.993164,-0.046800,-0.047055
-0.990723,-0.046759,-0.046345
-0.992920,-0.046797,-0.047189
-0.994385,-0.046775,-0.046553
-0.996338,-0.046823,-0.047307
-0.991455,-0.046765,-0.046181
-0.989746,-0.046791,-0.047052
-1.002197,-0.046844,-0.047380
-0.998047,-0.046832,-0.046708
-0.990723,-0.046817,-0.046661
-0.996094,-0.046850,-0.047187
-0.996582,-0.046841,-0.046752
-0.992187,-0.046833,-0.046753
-0.990967,-0.046816,-0.046642
-0.993164,-0.046827,-0.046940
-0.997559,-0.046849,-0.047065
-0.990234,-0.046798,-0.046292
-0.995361,-0.046858,-0.047456
-0.981689,-0.046706,-0.045167
-0.991943,-0.046838,-0.048173
-0.994873,-0.046735,-0.045701
-0.997314,-0.046864,-0.048170
-0.993408,-0.046748,-0.045572
-0.995850,-0.046875,-0.048156
-0.991455,-0.046743,-0.045409
-0.997070,-0.046893,-0.048414
-0.997314,-0.046786,-0.045701
-1.003662,-0.046962,-0.048741
-0.989502,-0.046758,-0.044700
-1.009766,-0.047068,-0.050202
-1.079834,-0.047467,-0.051502
-1.095215,-0.047849,-0.051703
-0.974853,-0.047204,-0.040687
-0.973145,-0.047506,-0.050558
-1.047852,-0.047577,-0.048299
-1.264648,-0.049583,-0.069866
-1.520264,-0.051713,-0.073246
-1.756836,-0.055290,-0.091462
-0.803955,-0.049335,0.010874
-0.569336,-0.050397,-0.061136
-0.606689,-0.045769,0.001031
-0.402588,-0.044995,-0.037172
-0.430176,-0.041386,-0.004890
-0.476074,-0.041117,-0.038397
-0.319824,-0.036862,0.006157
-0.467285,-0.037834,-0.047659
-0.163330,-0.031848,0.028670
-0.342041,-0.034101,-0.056873
0.111084,-0.025474,0.061752
-0.362061,-0.031171,-0.088780
-0.096191,-0.021874,0.072132
-0.374268,-0.028845,-0.099325
-0.113037,-0.019030,0.080212
0.032715,-0.023621,-0.070049
-1.112793,-0.024772,-0.036407
-0.306641,-0.022045,0.005533
0.041260,-0.020179,-0.001322
-0.398437,-0.021482,-0.034657
0.081299,-0.016052,0.038855
0.022705,-0.017606,-0.033314
0.040771,-0.012962,0.033985
0.054199,-0.014140,-0.026049
0.019775,-0.010574,0.025484
0.012695,-0.011607,-0.022048
0.031982,-0.008497,0.022942
-0.048828,-0.010007,-0.025272
-0.048584,-0.007430,0.018625
0.035400,-0.008000,-0.013763
0.030518,-0.005906,0.015270
0.019287,-0.006469,-0.012160
0.023682,-0.004699,0.013197
0.026855,-0.005139,-0.009592
0.027588,-0.003668,0.011212
0.015381,-0.004131,-0.008819
0.020508,-0.002871,0.009871
0.015869,-0.003292,-0.007554
0.009521,-0.002300,0.007731
0.019043,-0.002572,-0.005322
0.021973,-0.001727,0.006820
0.021240,-0.001958,-0.004295
0.015625,-0.001304,0.005314
0.020020,-0.001459,-0.003034
0.011963,-0.000983,0.003838
0.022461,-0.001026,-0.001471
0.013672,-0.000703,0.002569
0.022217,-0.000670,-0.000338
0.015625,-0.000456,0.001714
0.020996,-0.000385,0.000330
0.017334,-0.000237,0.001260
0.018555,-0.000168,0.000523
0.010498,-0.000111,0.000469
0.019043,0.000015,0.001287
0.017090,0.000046,0.000367
0.015137,0.000135,0.001029
0.016113,0.000169,0.000514
0.024902,0.000313,0.001773
0.015869,0.000268,-0.000186
0.019775,0.000420,0.001949
0.019287,0.000379,-0.000037
0.019531,0.000506,0.001792
0.033447,0.000584,0.001380
0.043457,0.000771,0.002656
0.137695,0.001599,0.009976
-0.078857,-0.000000,-0.016175
0.023682,0.001516,0.016851
0.037842,0.000306,-0.011928
0.095947,0.002033,0.019490
-0.037354,-0.000049,-0.021098
0.031738,0.001940,0.022056
0.160889,0.001263,-0.005591
0.504639,0.005694,0.050505
0.333496,0.003747,-0.015945
0.118896,0.005679,0.025210
0.363770,0.006049,0.009798
-0.010254,0.004619,-0.009839
0.423828,0.008442,0.047098
0.584473,0.008560,0.009743
0.544189,0.011399,0.040110
0.430176,0.010573,0.002215
0.690674,0.015034,0.060145
0.699219,0.014419,0.008198
0.709961,0.018200,0.056436
0.680420,0.017452,0.009881
0.697510,0.020722,0.053784
0.855225,0.021379,0.028026
0.956299,0.024906,0.060563
0.903809,0.025025,0.026231
0.843018,0.027453,0.052002
1.003418,0.028851,0.042986
1.288330,0.033169,0.076832
0.678711,0.029389,-0.008834
0.989258,0.035480,0.097072
0.950439,0.032035,-0.002796
0.944580,0.037032,0.087556
1.016602,0.034763,0.011818
1.073975,0.039366,0.085903
1.080078,0.037536,0.019035
0.989258,0.040612,0.071711
1.010742,0.039270,0.025709
1.064941,0.042257,0.072449
1.011963,0.040717,0.025148
1.024658,0.043292,0.069335
1.016357,0.041950,0.028378
1.012451,0.044051,0.065297
1.014893,0.042959,0.031920
1.025879,0.044788,0.063282
1.000000,0.043675,0.032414
1.003662,0.045219,0.060833
1.024658,0.044467,0.036861
1.027832,0.045771,0.058961
1.013428,0.045032,0.037554
1.003174,0.046029,0.056112
1.003662,0.045420,0.039268
1.009277,0.046292,0.055101
1.023926,0.045906,0.042011
1.018799,0.046586,0.053462
1.009033,0.046188,0.042163
1.010742,0.046765,0.052599
1.023682,0.046540,0.044267
1.013672,0.046937,0.050948
1.007080,0.046697,0.044275
1.012939,0.047073,0.050875
1.022217,0.046950,0.045704
1.011230,0.047172,0.049420
1.005127,0.047021,0.045489
1.020264,0.047328,0.050429
1.017578,0.047180,0.045692
1.009277,0.047367,0.049256
1.013672,0.047281,0.046408
1.015625,0.047451,0.049175
1.014893,0.047374,0.046591
1.021728,0.047570,0.049558
1.004639,0.047368,0.045320
1.009521,0.047570,0.049616
1.005615,0.047371,0.045355
1.018066,0.047639,0.050353
1.004150,0.047361,0.044552
1.010010,0.047631,0.050358
1.015381,0.047445,0.045558
1.015869,0.047672,0.049970
1.016113,0.047519,0.045977
1.008057,0.047642,0.048886
1.015625,0.047577,0.046920
1.019287,0.047709,0.049038
1.020264,0.047663,0.047199
1.019287,0.047764,0.048785
1.014160,0.047684,0.046880
1.019287,0.047810,0.049075
1.010742,0.047674,0.046309
1.012207,0.047790,0.048958
1.018066,0.047726,0.047074
1.006348,0.047726,0.047734
1.014893,0.047742,0.047903
1.017090,0.047761,0.047947
1.007324,0.047695,0.047028
1.011963,0.047747,0.048281
1.015381,0.047720,0.047448
1.010254,0.047723,0.047745
1.012939,0.047722,0.047717
1.022461,0.047801,0.048599
1.017090,0.047757,0.047313
1.017578,0.047826,0.048527
1.005859,0.047695,0.046367
1.008301,0.047772,0.048553
1.009277,0.047671,0.046652
1.012695,0.047763,0.048689
1.013184,0.047684,0.046879
1.010254,0.047736,0.048263
1.015381,0.047711,0.047465
1.012207,0.047729,0.047905
1.015869,0.047738,0.047834
1.013672,0.047735,0.047701
1.010254,0.047715,0.047515
1.018066,0.047776,0.048388
1.015625,0.047739,0.047374
1.015381,0.047788,0.048274
1.009033,0.047706,0.046883
1.011719,0.047768,0.048391
1.014648,0.047724,0.047283
1.009033,0.047730,0.047786
1.006836,0.047676,0.047130
1.008545,0.047694,0.047881
1.014160,0.047695,0.047703
1.019043,0.047750,0.048304
1.014160,0.047711,0.047318
1.012695,0.047744,0.048083
1.010254,0.047692,0.047167
1.009277,0.047712,0.047913
1.015137,0.047717,0.047761
1.015381,0.047735,0.047921
1.019043,0.047768,0.048105
1.008301,0.047697,0.046971
1.009277,0.047732,0.048091
1.016602,0.047732,0.047731
1.017578,0.047769,0.048147
1.019531,0.047785,0.047944
1.014648,0.047777,0.047689
1.018066,0.047817,0.048229
1.023682,0.047856,0.048243
1.021240,0.047869,0.048010
1.022217,0.047909,0.048310
1.018555,0.047891,0.047708
1.017334,0.047914,0.048146
1.014893,0.047879,0.047528
1.023682,0.047969,0.048881
0.992920,0.047691,0.044881
0.997314,0.047802,0.048917
0.998535,0.047581,0.045354
0.995361,0.047647,0.048310
0.981445,0.047352,0.044368
0.947510,0.047131,0.044901
0.940430,0.046830,0.043778
0.906738,0.046374,0.041768
0.890381,0.045992,0.042125
0.919678,0.045852,0.044437
0.854980,0.045011,0.036511
0.803223,0.044476,0.039065
0.761963,0.043446,0.033027
0.734863,0.042783,0.036083
0.713867,0.041760,0.031413
0.660400,0.040778,0.030851
0.601318,0.039452,0.026045
0.572754,0.038407,0.027847
0.489258,0.036633,0.018692
0.109619,0.032693,-0.007144
0.214355,0.032072,0.025793
0.200928,0.028701,-0.005388
0.276367,0.028797,0.029776
0.252441,0.025812,-0.004377
0.097900,0.024640,0.012794
-0.046387,0.020999,-0.015817
-0.024902,0.020203,0.012152
0.058838,0.017866,-0.005763
0.221680,0.018526,0.025196
-0.022217,0.014615,-0.024928
0.154297,0.016591,0.036571
0.051025,0.012516,-0.028687
-0.022949,0.013553,0.024040
0.017334,0.010505,-0.020316
0.005859,0.011271,0.019015
-0.006592,0.008646,-0.017897
0.015625,0.009460,0.017693
0.009766,0.007238,-0.015221
0.002441,0.007853,0.014071
0.009033,0.006067,-0.011992
0.002930,0.006527,0.011176
0.005371,0.005068,-0.009687
0.004395,0.005441,0.009211
0.011230,0.004288,-0.007371
0.001709,0.004519,0.006861
0.014648,0.003669,-0.004925
0.008545,0.003812,0.005251
0.009033,0.003112,-0.003966
0.007080,0.003214,0.004246
0.003418,0.002604,-0.003556
0.011230,0.002752,0.004247
0.019043,0.002311,-0.002151
0.012451,0.002380,0.003078
0.008301,0.001981,-0.002054
0.002441,0.001991,0.002089
0.005615,0.001686,-0.001395
0.007324,0.001708,0.001929
0.010010,0.001477,-0.000854
0.012695,0.001517,0.001920
0.005615,0.001269,-0.001242
0.003906,0.001288,0.001482
0.006104,0.001100,-0.000799
0.014648,0.001185,0.002045
0.011719,0.001006,-0.000807
0.004639,0.001019,0.001152
0.001465,0.000845,-0.000916
-0.008301,0.000777,0.000087
-0.000977,0.000692,-0.000167
0.018066,0.000789,0.001778
0.020508,0.000739,0.000228
0.017822,0.000798,0.001396
0.008057,0.000677,-0.000546
0.001953,0.000677,0.000672
-0.004150,0.000527,-0.000985
-0.000244,0.000558,0.000875
0.001953,0.000452,-0.000620
0.002930,0.000486,0.000828
0.004639,0.000412,-0.000336
0.007813,0.000466,0.001009
0.016846,0.000478,0.000598
0.013916,0.000499,0.000708
0.011963,0.000493,0.000432
0.010010,0.000494,0.000508
-0.001465,0.000396,-0.000594
-0.001953,0.000393,0.000365
-0.000977,0.000320,-0.000420
0
